filename,filepath,total_players,ai_count,ai_ratio
20251112_095935_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_095935_squad_Baltic_Main.jsonl,100,92,0.92
20251113_124239_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_124239_squad_Baltic_Main.jsonl,100,92,0.92
20251107_204325_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_204325_squad_Baltic_Main.jsonl,100,89,0.89
20251116_183627_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_183627_squad_Baltic_Main.jsonl,100,91,0.91
20251107_152901_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_152901_squad_Baltic_Main.jsonl,100,92,0.92
20251114_080605_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_080605_squad_Baltic_Main.jsonl,100,91,0.91
20251105_141428_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_141428_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251110_225522_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_225522_squad_Baltic_Main.jsonl,100,91,0.91
20251111_212940_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_212940_squad_Baltic_Main.jsonl,100,91,0.91
20251107_114038_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_114038_squad_Baltic_Main.jsonl,99,90,0.9090909090909091
20251112_073410_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_073410_squad_Baltic_Main.jsonl,98,41,0.41836734693877553
20251115_035240_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_035240_squad_Baltic_Main.jsonl,100,92,0.92
20251105_223227_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_223227_squad_Tiger_Main.jsonl,97,41,0.422680412371134
20251108_214123_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_214123_squad_Baltic_Main.jsonl,100,92,0.92
20251114_134219_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_134219_squad_Baltic_Main.jsonl,100,91,0.91
20251112_102625_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_102625_squad_Baltic_Main.jsonl,98,64,0.6530612244897959
20251110_114251_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_114251_squad_Baltic_Main.jsonl,100,92,0.92
20251107_221031_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_221031_squad_Baltic_Main.jsonl,100,91,0.91
20251114_150104_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_150104_squad_Baltic_Main.jsonl,99,91,0.9191919191919192
20251116_102447_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_102447_squad_Baltic_Main.jsonl,92,44,0.4782608695652174
20251112_152644_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_152644_squad_Desert_Main.jsonl,95,40,0.42105263157894735
20251111_152240_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_152240_squad_Baltic_Main.jsonl,100,92,0.92
20251109_015645_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251109_015645_squad_Tiger_Main.jsonl,90,64,0.7111111111111111
20251105_131927_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_131927_squad_Baltic_Main.jsonl,100,92,0.92
20251107_155746_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_155746_squad_Baltic_Main.jsonl,100,92,0.92
20251114_194915_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_194915_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251107_053726_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_053726_squad_Baltic_Main.jsonl,100,92,0.92
20251107_173116_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_173116_squad_Baltic_Main.jsonl,100,90,0.9
20251115_103915_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_103915_squad_Baltic_Main.jsonl,100,91,0.91
20251107_220935_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_220935_squad_Baltic_Main.jsonl,100,92,0.92
20251108_143209_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_143209_squad_Baltic_Main.jsonl,100,92,0.92
20251110_104909_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_104909_squad_Tiger_Main.jsonl,92,40,0.43478260869565216
20251115_100757_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_100757_squad_Baltic_Main.jsonl,100,90,0.9
20251113_133605_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_133605_squad_Baltic_Main.jsonl,100,92,0.92
20251115_113229_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_113229_squad_Tiger_Main.jsonl,100,44,0.44
20251105_182009_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_182009_squad_Baltic_Main.jsonl,100,96,0.96
20251110_142311_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_142311_squad_Baltic_Main.jsonl,99,40,0.40404040404040403
20251106_150402_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251106_150402_squad_Baltic_Main.jsonl,97,44,0.4536082474226804
20251114_073528_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_073528_squad_Baltic_Main.jsonl,100,92,0.92
20251115_022750_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_022750_squad_Baltic_Main.jsonl,100,92,0.92
20251112_111317_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_111317_squad_Baltic_Main.jsonl,98,83,0.8469387755102041
20251108_123004_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_123004_squad_Baltic_Main.jsonl,100,91,0.91
20251110_183952_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_183952_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251111_124810_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_124810_squad_Baltic_Main.jsonl,100,91,0.91
20251110_102741_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_102741_squad_Baltic_Main.jsonl,94,43,0.4574468085106383
20251110_135450_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_135450_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251114_011659_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_011659_squad_Baltic_Main.jsonl,100,92,0.92
20251114_033338_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_033338_squad_Baltic_Main.jsonl,100,92,0.92
20251115_120715_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_120715_squad_Baltic_Main.jsonl,100,92,0.92
20251107_071825_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_071825_squad_Baltic_Main.jsonl,98,41,0.41836734693877553
20251108_015724_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_015724_squad_Baltic_Main.jsonl,100,92,0.92
20251105_140839_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_140839_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251107_180852_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_180852_squad_Baltic_Main.jsonl,100,90,0.9
20251110_084110_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_084110_squad_Baltic_Main.jsonl,100,92,0.92
20251107_191949_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_191949_squad_Baltic_Main.jsonl,96,43,0.4479166666666667
20251109_135511_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251109_135511_squad_Baltic_Main.jsonl,98,64,0.6530612244897959
20251108_102111_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_102111_squad_Baltic_Main.jsonl,100,91,0.91
20251112_064818_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_064818_squad_Desert_Main.jsonl,98,43,0.4387755102040816
20251105_135340_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_135340_squad_Baltic_Main.jsonl,100,92,0.92
20251114_220655_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_220655_squad_Tiger_Main.jsonl,97,44,0.4536082474226804
20251111_101242_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_101242_squad_Baltic_Main.jsonl,99,90,0.9090909090909091
20251115_122200_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_122200_squad_Baltic_Main.jsonl,100,91,0.91
20251114_070224_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_070224_squad_Baltic_Main.jsonl,100,92,0.92
20251111_153221_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_153221_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251105_120837_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_120837_squad_Baltic_Main.jsonl,100,92,0.92
20251108_152433_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_152433_squad_Baltic_Main.jsonl,100,40,0.4
20251114_083411_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_083411_squad_Baltic_Main.jsonl,100,92,0.92
20251105_110050_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_110050_squad_Baltic_Main.jsonl,100,92,0.92
20251114_133103_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_133103_squad_Baltic_Main.jsonl,100,92,0.92
20251106_233549_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251106_233549_squad_Tiger_Main.jsonl,91,42,0.46153846153846156
20251116_065904_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_065904_squad_Desert_Main.jsonl,92,40,0.43478260869565216
20251107_121535_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_121535_squad_Baltic_Main.jsonl,100,92,0.92
20251110_142553_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_142553_squad_Baltic_Main.jsonl,97,40,0.41237113402061853
20251106_125217_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251106_125217_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251114_150704_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_150704_squad_Baltic_Main.jsonl,97,44,0.4536082474226804
20251112_002355_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_002355_squad_Baltic_Main.jsonl,100,95,0.95
20251113_122656_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_122656_squad_Baltic_Main.jsonl,100,92,0.92
20251113_171353_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_171353_squad_Baltic_Main.jsonl,99,95,0.9595959595959596
20251114_051944_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_051944_squad_Baltic_Main.jsonl,100,92,0.92
20251109_140222_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251109_140222_squad_Baltic_Main.jsonl,100,92,0.92
20251109_091514_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251109_091514_squad_Baltic_Main.jsonl,100,92,0.92
20251114_122007_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_122007_squad_Baltic_Main.jsonl,100,92,0.92
20251106_145328_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251106_145328_squad_Baltic_Main.jsonl,100,92,0.92
20251107_133021_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_133021_squad_Baltic_Main.jsonl,96,42,0.4375
20251112_103753_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_103753_squad_Baltic_Main.jsonl,100,92,0.92
20251111_121220_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_121220_squad_Baltic_Main.jsonl,100,92,0.92
20251112_053510_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_053510_squad_Baltic_Main.jsonl,100,92,0.92
20251107_165702_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_165702_squad_Baltic_Main.jsonl,100,92,0.92
20251110_202342_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_202342_squad_Baltic_Main.jsonl,100,92,0.92
20251107_205317_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_205317_squad_Baltic_Main.jsonl,100,90,0.9
20251114_152042_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_152042_squad_Baltic_Main.jsonl,100,90,0.9
20251108_103403_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_103403_squad_Baltic_Main.jsonl,100,91,0.91
20251114_024418_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_024418_squad_Baltic_Main.jsonl,100,92,0.92
20251115_145154_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_145154_squad_Tiger_Main.jsonl,96,41,0.4270833333333333
20251115_013017_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_013017_squad_Baltic_Main.jsonl,100,75,0.75
20251109_155959_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251109_155959_squad_Tiger_Main.jsonl,96,40,0.4166666666666667
20251110_153054_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_153054_squad_Baltic_Main.jsonl,100,92,0.92
20251116_182019_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_182019_squad_Tiger_Main.jsonl,97,42,0.4329896907216495
20251111_144933_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_144933_squad_Baltic_Main.jsonl,100,91,0.91
20251112_052905_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_052905_squad_Baltic_Main.jsonl,100,91,0.91
20251114_153222_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_153222_squad_Desert_Main.jsonl,98,63,0.6428571428571429
20251108_071038_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_071038_squad_Baltic_Main.jsonl,98,92,0.9387755102040817
20251112_065739_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_065739_squad_Tiger_Main.jsonl,96,64,0.6666666666666666
20251112_151958_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_151958_squad_Baltic_Main.jsonl,100,92,0.92
20251114_171649_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_171649_squad_Desert_Main.jsonl,99,44,0.4444444444444444
20251112_023733_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_023733_squad_Baltic_Main.jsonl,100,92,0.92
20251113_134606_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_134606_squad_Baltic_Main.jsonl,95,43,0.45263157894736844
20251115_122032_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_122032_squad_Baltic_Main.jsonl,100,92,0.92
20251110_104651_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_104651_squad_Baltic_Main.jsonl,100,92,0.92
20251110_141754_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_141754_squad_Baltic_Main.jsonl,100,92,0.92
20251114_012031_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_012031_squad_Baltic_Main.jsonl,100,92,0.92
20251116_210435_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_210435_squad_Baltic_Main.jsonl,100,92,0.92
20251114_053113_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_053113_squad_Tiger_Main.jsonl,100,95,0.95
20251112_033900_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_033900_squad_Baltic_Main.jsonl,100,92,0.92
20251112_080459_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_080459_squad_Baltic_Main.jsonl,100,92,0.92
20251108_092228_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_092228_squad_Baltic_Main.jsonl,100,92,0.92
20251112_143602_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_143602_squad_Baltic_Main.jsonl,100,91,0.91
20251114_212022_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_212022_squad_Baltic_Main.jsonl,100,91,0.91
20251110_100219_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_100219_squad_Baltic_Main.jsonl,100,92,0.92
20251114_121503_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_121503_squad_Baltic_Main.jsonl,95,40,0.42105263157894735
20251110_050034_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_050034_squad_Baltic_Main.jsonl,100,92,0.92
20251112_084238_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_084238_squad_Tiger_Main.jsonl,94,41,0.43617021276595747
20251107_183418_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_183418_squad_Tiger_Main.jsonl,97,42,0.4329896907216495
20251115_155945_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_155945_squad_Baltic_Main.jsonl,99,44,0.4444444444444444
20251116_061208_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_061208_squad_Baltic_Main.jsonl,100,92,0.92
20251110_161301_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_161301_squad_Baltic_Main.jsonl,100,92,0.92
20251105_090021_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_090021_squad_Baltic_Main.jsonl,100,92,0.92
20251114_152339_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_152339_squad_Baltic_Main.jsonl,100,92,0.92
20251112_205737_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_205737_squad_Desert_Main.jsonl,100,97,0.97
20251114_110141_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_110141_squad_Baltic_Main.jsonl,100,92,0.92
20251105_091054_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_091054_squad_Baltic_Main.jsonl,100,91,0.91
20251114_145659_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_145659_squad_Baltic_Main.jsonl,94,40,0.425531914893617
20251112_033057_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_033057_squad_Baltic_Main.jsonl,100,92,0.92
20251110_022030_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_022030_squad_Baltic_Main.jsonl,100,90,0.9
20251112_161151_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_161151_squad_Baltic_Main.jsonl,100,92,0.92
20251114_060100_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_060100_squad_Baltic_Main.jsonl,100,92,0.92
20251116_120210_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_120210_squad_Baltic_Main.jsonl,100,92,0.92
20251108_021442_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_021442_squad_Baltic_Main.jsonl,100,92,0.92
20251116_050155_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_050155_squad_Tiger_Main.jsonl,99,43,0.43434343434343436
20251111_235629_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_235629_squad_Tiger_Main.jsonl,100,44,0.44
20251114_132234_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_132234_squad_Desert_Main.jsonl,98,40,0.40816326530612246
20251105_160520_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_160520_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251106_125547_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251106_125547_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251115_144238_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_144238_squad_Baltic_Main.jsonl,96,40,0.4166666666666667
20251111_021259_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_021259_squad_Baltic_Main.jsonl,100,91,0.91
20251108_132014_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_132014_squad_Baltic_Main.jsonl,100,92,0.92
20251107_075023_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_075023_squad_Baltic_Main.jsonl,97,41,0.422680412371134
20251116_122203_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_122203_squad_Baltic_Main.jsonl,100,92,0.92
20251113_175555_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_175555_squad_Baltic_Main.jsonl,97,40,0.41237113402061853
20251116_112521_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_112521_squad_Tiger_Main.jsonl,100,63,0.63
20251110_223043_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_223043_squad_Baltic_Main.jsonl,100,92,0.92
20251115_160328_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_160328_squad_Tiger_Main.jsonl,98,41,0.41836734693877553
20251112_044845_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_044845_squad_Baltic_Main.jsonl,100,92,0.92
20251108_052039_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_052039_squad_Baltic_Main.jsonl,100,91,0.91
20251115_152512_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_152512_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251114_104401_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_104401_squad_Baltic_Main.jsonl,100,92,0.92
20251110_230149_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_230149_squad_Baltic_Main.jsonl,99,90,0.9090909090909091
20251108_131418_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_131418_squad_Baltic_Main.jsonl,99,91,0.9191919191919192
20251109_223330_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251109_223330_squad_Desert_Main.jsonl,96,44,0.4583333333333333
20251107_104718_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_104718_squad_Baltic_Main.jsonl,100,92,0.92
20251114_042608_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_042608_squad_Baltic_Main.jsonl,100,92,0.92
20251112_044020_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_044020_squad_Baltic_Main.jsonl,100,92,0.92
20251112_104908_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_104908_squad_Desert_Main.jsonl,99,86,0.8686868686868687
20251107_092136_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_092136_squad_Baltic_Main.jsonl,100,92,0.92
20251115_160858_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_160858_squad_Baltic_Main.jsonl,100,92,0.92
20251115_064345_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_064345_squad_Baltic_Main.jsonl,100,92,0.92
20251108_021733_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_021733_squad_Baltic_Main.jsonl,99,63,0.6363636363636364
20251105_162718_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_162718_squad_Baltic_Main.jsonl,100,92,0.92
20251107_151553_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_151553_squad_Baltic_Main.jsonl,100,91,0.91
20251110_140450_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_140450_squad_Baltic_Main.jsonl,100,91,0.91
20251108_142839_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_142839_squad_Baltic_Main.jsonl,100,92,0.92
20251114_141203_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_141203_squad_Baltic_Main.jsonl,100,92,0.92
20251115_121753_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_121753_squad_Baltic_Main.jsonl,100,92,0.92
20251108_132848_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_132848_squad_Baltic_Main.jsonl,100,89,0.89
20251111_120446_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_120446_squad_Baltic_Main.jsonl,100,88,0.88
20251110_105520_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_105520_squad_Baltic_Main.jsonl,100,92,0.92
20251110_205226_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_205226_squad_Baltic_Main.jsonl,100,91,0.91
20251112_143309_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_143309_squad_Baltic_Main.jsonl,100,41,0.41
20251108_092205_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_092205_squad_Baltic_Main.jsonl,100,92,0.92
20251114_141738_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_141738_squad_Baltic_Main.jsonl,100,92,0.92
20251109_140216_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251109_140216_squad_Baltic_Main.jsonl,100,91,0.91
20251114_111353_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_111353_squad_Baltic_Main.jsonl,100,92,0.92
20251113_133911_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_133911_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251108_135338_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_135338_squad_Baltic_Main.jsonl,100,40,0.4
20251108_084622_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_084622_squad_Baltic_Main.jsonl,100,91,0.91
