time_sec,team_id,P1_health,P1_groggy,P1_helm,P1_vest,P1_smoke,P1_nade,P1_kill,P1_veh,P1_rel_x,P1_rel_y,P1_z,P2_health,P2_groggy,P2_helm,P2_vest,P2_smoke,P2_nade,P2_kill,P2_veh,P2_rel_x,P2_rel_y,P2_z,P3_health,P3_groggy,P3_helm,P3_vest,P3_smoke,P3_nade,P3_kill,P3_veh,P3_rel_x,P3_rel_y,P3_z,P4_health,P4_groggy,P4_helm,P4_vest,P4_smoke,P4_nade,P4_kill,P4_veh,P4_rel_x,P4_rel_y,P4_z,num_alive,total_health
1383,1,100.0,0,2,3,5,1,0,0,10302.5,-1134.78,-0.98,100.0,0,2,2,5,3,1,0,10639.5,-3329.78,-1.01,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1383,20,100.0,0,2,3,5,4,6,0,16937.81,6488.5,1.83,100.0,0,3,3,5,7,4,0,11403.75,6352.56,0.11,100.0,0,2,3,11,4,4,0,11616.94,6009.88,0.3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1383,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,69.79,0,2,2,1,0,0,0,16915.25,1054.72,-1.0,1,69.79
1383,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1384,1,100.0,0,2,3,5,1,0,0,10302.5,-1134.78,-0.94,100.0,0,2,2,5,3,1,0,10639.5,-3329.78,-0.98,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1384,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11403.75,6352.56,0.58,100.0,0,2,3,11,4,4,0,11616.94,6009.88,0.84,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1384,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,69.79,0,2,2,1,0,0,0,16915.25,1054.72,-0.97,1,69.79
1384,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1385,1,100.0,0,2,3,5,1,0,0,10302.5,-1134.78,-0.95,100.0,0,2,2,5,3,1,0,11035.81,-3321.03,-0.96,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1385,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11403.75,6352.56,0.57,100.0,0,2,3,11,4,4,0,11616.94,6009.88,0.84,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1385,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,69.79,0,2,2,1,0,0,0,16915.25,1054.72,-0.98,1,69.79
1385,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1386,1,100.0,0,2,3,5,1,0,0,10302.5,-1134.78,-1.05,100.0,0,2,2,5,3,1,0,11035.81,-3321.03,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1386,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11403.75,6352.56,0.55,100.0,0,2,3,11,4,4,0,11616.94,6009.88,0.82,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1386,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,41.58,0,2,2,1,0,0,0,16225.25,1778.62,-0.75,1,41.58
1386,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1387,1,100.0,0,2,3,5,1,0,0,10302.5,-1134.78,-1.05,100.0,0,2,2,5,3,1,0,11035.81,-3321.03,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1387,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11403.75,6352.56,0.55,100.0,0,2,3,11,4,4,0,11616.94,6009.88,0.82,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1387,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,41.58,0,2,2,1,0,0,0,16225.25,1778.62,-0.75,1,41.58
1387,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1388,1,100.0,0,2,3,5,1,0,0,10488.88,-1017.78,-1.08,100.0,0,2,2,5,3,1,0,11035.81,-3321.03,-1.04,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1388,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11403.75,6352.56,0.55,100.0,0,2,3,11,4,4,0,11616.94,6009.88,0.83,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1388,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,41.58,0,2,2,1,0,0,0,16225.25,1778.62,-0.74,1,41.58
1388,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1389,1,100.0,0,2,3,5,1,0,0,10488.88,-1017.78,-1.1,100.0,0,2,2,5,3,1,0,11035.81,-3321.03,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1389,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11563.06,6037.06,0.75,100.0,0,2,3,11,4,4,0,11616.94,6009.88,0.76,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1389,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,41.58,0,2,2,1,0,0,0,16225.25,1778.62,-0.76,1,41.58
1389,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1390,1,100.0,0,2,3,5,1,0,0,10488.88,-1017.78,-1.09,100.0,0,2,2,5,3,1,0,11035.81,-3321.03,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1390,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11563.06,6037.06,0.61,100.0,0,2,3,11,4,4,0,14319.75,7415.31,1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1390,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,41.58,0,2,2,1,0,0,0,16225.25,1778.62,-0.78,1,41.58
1390,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1391,1,100.0,0,2,3,5,1,0,0,10488.88,-1017.78,-1.09,100.0,0,2,2,5,3,1,0,11035.81,-3321.03,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1391,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11563.06,6037.06,0.61,100.0,0,2,3,11,4,4,0,14319.75,7415.31,1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1391,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,41.58,0,2,2,1,0,0,0,16225.25,1778.62,-0.78,1,41.58
1391,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1392,1,100.0,0,2,3,5,1,0,0,10488.88,-1017.78,-1.09,100.0,0,2,2,5,3,1,0,11035.81,-3321.03,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1392,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11563.06,6037.06,0.61,100.0,0,2,3,11,4,4,0,14319.75,7415.31,1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1392,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,41.58,0,2,2,1,0,0,0,16225.25,1778.62,-0.78,1,41.58
1392,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1393,1,100.0,0,2,3,5,1,0,0,10444.31,-1032.75,-1.07,100.0,0,2,2,5,3,1,0,10621.12,-3344.69,-1.1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1393,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11518.5,6022.09,0.61,100.0,0,2,3,11,4,4,0,14275.19,7400.34,1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1393,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,41.58,0,2,2,1,0,0,0,16180.69,1763.66,-0.76,1,41.58
1393,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1394,1,100.0,0,2,3,5,1,0,0,10444.31,-1032.75,-1.08,100.0,0,2,2,5,3,1,0,10621.12,-3344.69,-1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1394,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11518.5,6022.09,0.6,100.0,0,2,3,11,4,4,0,14275.19,7400.34,1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1394,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16169.06,1778.16,-0.72,1,100.0
1394,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1395,1,100.0,0,2,3,5,1,0,0,10009.94,-1061.06,-1.08,100.0,0,2,2,5,3,1,0,10621.12,-3344.69,-1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1395,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11518.5,6022.09,0.6,100.0,0,2,3,11,4,4,0,14275.19,7400.34,1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1395,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16169.06,1778.16,-0.72,1,100.0
1395,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1396,1,100.0,0,2,3,5,1,0,0,10009.94,-1061.06,-1.09,100.0,0,2,2,5,3,1,0,10621.12,-3344.69,-1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1396,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11509.69,5984.75,0.62,100.0,0,2,3,11,4,4,0,14275.19,7400.34,1.11,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1396,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16169.06,1778.16,-0.72,1,100.0
1396,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1397,1,100.0,0,2,3,5,1,0,0,10009.94,-1061.06,-1.08,100.0,0,2,2,5,3,1,0,10621.12,-3344.69,-1.11,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1397,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11509.69,5984.75,0.58,100.0,0,2,3,11,4,4,0,15047.38,7287.88,1.19,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1397,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16169.06,1778.16,-0.73,1,100.0
1397,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1398,1,100.0,0,2,3,5,1,0,0,10009.94,-1061.06,-1.08,100.0,0,2,2,5,3,1,0,10621.12,-3344.69,-1.11,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1398,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,3,3,5,7,4,0,11509.69,5984.75,0.58,100.0,0,2,3,11,4,4,0,15047.38,7287.88,1.19,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1398,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16169.06,1778.16,-0.73,1,100.0
1398,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1399,1,100.0,0,2,3,5,1,0,0,10009.94,-1061.06,-1.23,100.0,0,2,2,5,3,1,0,10621.12,-3344.69,-1.26,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1399,20,10.0,0,2,3,5,4,6,0,14837.0,7145.91,1.07,100.0,0,3,3,5,7,4,0,11509.69,5984.75,0.39,100.0,0,2,3,11,4,4,0,15047.38,7287.88,0.98,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,210.0
1399,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16169.06,1778.16,-0.89,1,100.0
1399,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1400,1,100.0,0,2,3,5,1,0,0,8497.81,-1568.81,-1.26,100.0,0,2,2,5,3,1,0,9296.62,-3713.38,-1.2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1400,20,10.0,0,2,3,5,4,6,0,13324.88,6638.16,1.08,100.0,0,3,3,5,7,4,0,9997.56,5477.0,0.38,100.0,0,2,3,11,4,4,0,13535.25,6780.12,0.98,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,210.0
1400,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,14656.94,1270.41,-0.91,1,100.0
1400,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1401,1,100.0,0,2,3,5,1,0,0,8497.81,-1568.81,-1.25,100.0,0,2,2,5,3,1,0,9296.62,-3713.38,-1.19,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1401,20,10.0,0,2,3,5,4,6,0,13324.88,6638.16,1.08,100.0,0,3,3,5,7,4,0,9997.56,5477.0,0.38,100.0,0,2,3,11,4,4,0,13535.25,6780.12,0.98,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,210.0
1401,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,14645.0,1309.0,-0.93,1,100.0
1401,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1402,1,100.0,0,2,3,5,1,0,0,8886.44,-1582.53,-1.25,100.0,0,2,2,5,3,1,0,9296.62,-3713.38,-1.19,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1402,20,10.0,0,2,3,5,4,6,0,13324.88,6638.16,1.08,100.0,0,3,3,5,7,4,0,9997.56,5477.0,0.38,100.0,0,2,3,11,4,4,0,13535.25,6780.12,0.98,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,210.0
1402,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,14645.0,1309.0,-0.93,1,100.0
1402,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1403,1,100.0,0,2,3,5,1,0,0,8886.44,-1582.53,-1.21,100.0,0,2,2,5,3,1,0,9296.62,-3713.38,-1.15,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1403,20,10.0,0,2,3,5,4,6,0,13324.88,6638.16,1.15,100.0,0,3,3,5,7,4,0,7914.12,8339.75,0.04,100.0,0,2,3,11,4,4,0,13535.25,6780.12,1.05,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,210.0
1403,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,14645.0,1309.0,-0.89,1,100.0
1403,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1404,1,100.0,0,2,3,5,1,0,0,8886.44,-1582.53,-1.21,100.0,0,2,2,5,3,1,0,9296.62,-3713.38,-1.14,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1404,20,10.0,0,2,3,5,4,6,0,13324.88,6638.16,1.34,100.0,0,3,3,5,7,4,0,7914.12,8339.75,0.14,100.0,0,2,3,11,4,4,1,10596.44,6541.75,0.54,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,210.0
1404,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,14645.0,1309.0,-0.86,1,100.0
1404,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1405,1,100.0,0,2,3,5,1,0,0,8886.44,-1582.53,-1.21,100.0,0,2,2,5,3,1,0,9296.62,-3713.38,-1.14,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1405,20,10.0,0,2,3,5,4,6,0,13324.88,6638.16,1.34,100.0,0,3,3,5,7,4,0,7914.12,8339.75,0.14,100.0,0,2,3,11,4,4,1,10596.44,6541.75,0.54,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,210.0
1405,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,14645.0,1309.0,-0.86,1,100.0
1405,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1406,1,100.0,0,2,3,5,1,0,0,8886.44,-1582.53,-1.24,100.0,0,2,2,5,3,1,0,9296.62,-3713.38,-1.17,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1406,20,10.0,0,2,3,5,4,6,0,10233.75,5599.59,0.62,100.0,0,3,3,5,7,4,0,7914.12,8339.75,0.32,100.0,0,2,3,11,4,4,1,10596.44,6541.75,0.78,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,210.0
1406,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,14645.0,1309.0,-0.84,1,100.0
1406,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1407,1,100.0,0,2,3,5,1,0,0,7369.44,-2091.91,-1.22,100.0,0,2,2,5,3,1,0,7564.06,-4361.47,-1.21,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1407,20,10.0,0,2,3,5,4,6,0,8716.75,5090.22,0.62,100.0,0,3,3,5,7,4,0,6397.12,7830.38,0.32,100.0,0,2,3,11,4,4,1,9079.44,6032.38,0.78,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,210.0
1407,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,13128.0,799.62,-0.82,1,100.0
1407,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1408,1,100.0,0,2,3,5,1,0,0,7369.44,-2091.91,-1.3,100.0,0,2,2,5,3,1,0,7564.06,-4361.47,-1.28,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
